Date,AverageTemperature,AverageTemperatureUncertainty,Country
2006-12-01,26.519000000000002,0.299,Antigua And Barbuda
2007-01-01,25.712,0.308,Antigua And Barbuda
2007-02-01,26.14,0.19699999999999998,Antigua And Barbuda
2007-03-01,26.529,0.262,Antigua And Barbuda
2007-04-01,27.176,0.243,Antigua And Barbuda
2007-05-01,28.308000000000003,0.14300000000000002,Antigua And Barbuda
2007-06-01,28.843000000000004,0.265,Antigua And Barbuda
2007-07-01,28.922,0.2,Antigua And Barbuda
2007-08-01,28.753,0.233,Antigua And Barbuda
2007-09-01,28.521,0.35200000000000004,Antigua And Barbuda
2007-10-01,27.626,0.16399999999999998,Antigua And Barbuda
2007-11-01,27.317,0.267,Antigua And Barbuda
2007-12-01,26.262,0.31,Antigua And Barbuda
2008-01-01,25.291,0.27699999999999997,Antigua And Barbuda
2008-02-01,25.285,0.273,Antigua And Barbuda
2008-03-01,25.3,0.27399999999999997,Antigua And Barbuda
2008-04-01,25.899,0.226,Antigua And Barbuda
2008-05-01,27.287,0.21,Antigua And Barbuda
2008-06-01,28.272,0.21899999999999997,Antigua And Barbuda
2008-07-01,28.689,0.228,Antigua And Barbuda
2008-08-01,29.041,0.331,Antigua And Barbuda
2008-09-01,28.24,0.191,Antigua And Barbuda
2008-10-01,27.58,0.158,Antigua And Barbuda
2008-11-01,27.079,0.11900000000000001,Antigua And Barbuda
2008-12-01,25.622,0.255,Antigua And Barbuda
2009-01-01,25.676,0.341,Antigua And Barbuda
2009-02-01,25.33,0.271,Antigua And Barbuda
2009-03-01,25.162,0.14300000000000002,Antigua And Barbuda
2009-04-01,26.10400000000001,0.2,Antigua And Barbuda
2009-05-01,27.131999999999998,0.2,Antigua And Barbuda
2009-06-01,28.141,0.33799999999999997,Antigua And Barbuda
2009-07-01,28.94,0.243,Antigua And Barbuda
2009-08-01,29.11,0.233,Antigua And Barbuda
2009-09-01,28.774,0.193,Antigua And Barbuda
2009-10-01,28.462000000000003,0.18600000000000005,Antigua And Barbuda
2009-11-01,27.781,0.335,Antigua And Barbuda
2009-12-01,26.716,0.267,Antigua And Barbuda
2010-01-01,26.152,0.23199999999999998,Antigua And Barbuda
2010-02-01,26.607,0.33299999999999996,Antigua And Barbuda
2010-03-01,27.534,0.409,Antigua And Barbuda
2010-04-01,27.259,0.317,Antigua And Barbuda
2010-05-01,28.397,0.28300000000000003,Antigua And Barbuda
2010-06-01,28.928,0.305,Antigua And Barbuda
2010-07-01,29.0,0.272,Antigua And Barbuda
2010-08-01,29.136999999999997,0.46799999999999997,Antigua And Barbuda
2010-09-01,28.773000000000003,0.27699999999999997,Antigua And Barbuda
2010-10-01,27.806,0.257,Antigua And Barbuda
2010-11-01,27.273000000000003,0.233,Antigua And Barbuda
2010-12-01,25.959000000000003,0.282,Antigua And Barbuda
2011-01-01,25.978,0.29100000000000004,Antigua And Barbuda
2011-02-01,25.741,0.23600000000000002,Antigua And Barbuda
2011-03-01,25.71,0.223,Antigua And Barbuda
2011-04-01,26.364,0.324,Antigua And Barbuda
2011-05-01,27.518,0.47200000000000003,Antigua And Barbuda
2011-06-01,29.123,0.276,Antigua And Barbuda
2011-07-01,28.38,0.316,Antigua And Barbuda
2011-08-01,28.631999999999998,0.36,Antigua And Barbuda
2011-09-01,28.572,0.47600000000000003,Antigua And Barbuda
2011-10-01,28.23500000000001,0.152,Antigua And Barbuda
2011-11-01,27.305,0.3720000000000001,Antigua And Barbuda
2011-12-01,25.996,0.419,Antigua And Barbuda
2012-01-01,25.582,0.377,Antigua And Barbuda
2012-02-01,25.654,0.231,Antigua And Barbuda
2012-03-01,25.985,0.264,Antigua And Barbuda
2012-04-01,26.553,0.53,Antigua And Barbuda
2012-05-01,27.362,0.42200000000000004,Antigua And Barbuda
2012-06-01,28.813,0.52,Antigua And Barbuda
2012-07-01,28.898000000000003,0.44,Antigua And Barbuda
2012-08-01,28.903,0.48100000000000004,Antigua And Barbuda
2012-09-01,28.921,0.392,Antigua And Barbuda
2012-10-01,28.312,0.258,Antigua And Barbuda
2012-11-01,27.89,0.278,Antigua And Barbuda
2012-12-01,26.329,0.39299999999999996,Antigua And Barbuda
2013-01-01,25.787,0.373,Antigua And Barbuda
2013-02-01,25.802,0.247,Antigua And Barbuda
2013-03-01,26.089,0.4270000000000001,Antigua And Barbuda
2013-04-01,26.60100000000001,0.377,Antigua And Barbuda
2013-05-01,27.706,0.41200000000000003,Antigua And Barbuda
2013-06-01,28.322,0.47200000000000003,Antigua And Barbuda
2013-07-01,28.712,0.34,Antigua And Barbuda
2013-08-01,28.978,0.385,Antigua And Barbuda
2013-09-01,,,Antigua And Barbuda
2000-02-01,20.395,0.127,Argentina
2000-03-01,17.929000000000006,0.266,Argentina
2000-04-01,15.438,0.141,Argentina
2000-05-01,10.857999999999999,0.23399999999999999,Argentina
2000-06-01,8.794,0.22699999999999998,Argentina
2000-07-01,6.306000000000001,0.23800000000000002,Argentina
2000-08-01,9.887,0.23,Argentina
2000-09-01,11.663,0.146,Argentina
2000-10-01,15.835,0.151,Argentina
2000-11-01,17.337,0.24,Argentina
2000-12-01,20.472,0.19899999999999998,Argentina
2001-01-01,21.77,0.256,Argentina
2001-02-01,22.131,0.18100000000000002,Argentina
2001-03-01,19.219,0.17,Argentina
2001-04-01,14.678,0.18600000000000005,Argentina
2001-05-01,10.624,0.233,Argentina
2001-06-01,8.833,0.424,Argentina
2001-07-01,7.958000000000001,0.264,Argentina
2001-08-01,11.543,0.129,Argentina
2001-09-01,12.257,0.175,Argentina
2001-10-01,16.198,0.207,Argentina
2001-11-01,18.207,0.14300000000000002,Argentina
2001-12-01,21.027,0.158,Argentina
2002-01-01,21.587,0.19,Argentina
2002-02-01,20.67,0.141,Argentina
2002-03-01,18.852,0.14800000000000002,Argentina
2002-04-01,14.4,0.233,Argentina
2002-05-01,11.97,0.261,Argentina
2002-06-01,6.938,0.315,Argentina
2002-07-01,8.137,0.22699999999999998,Argentina
2002-08-01,10.884,0.17600000000000002,Argentina
2002-09-01,12.867,0.17800000000000002,Argentina
2002-10-01,16.66,0.20800000000000002,Argentina
2002-11-01,18.722,0.157,Argentina
2002-12-01,20.518,0.157,Argentina
2003-01-01,22.090999999999998,0.177,Argentina
2003-02-01,21.034,0.205,Argentina
2003-03-01,19.423,0.22899999999999998,Argentina
2003-04-01,14.431,0.254,Argentina
2003-05-01,11.908,0.237,Argentina
2003-06-01,10.317,0.381,Argentina
2003-07-01,8.387,0.355,Argentina
2003-08-01,9.516,0.316,Argentina
2003-09-01,13.252,0.22399999999999998,Argentina
2003-10-01,16.96,0.272,Argentina
2003-11-01,19.174,0.27,Argentina
2003-12-01,19.727,0.129,Argentina
2004-01-01,22.887,0.305,Argentina
2004-02-01,20.75,0.171,Argentina
2004-03-01,19.98,0.17600000000000002,Argentina
2004-04-01,15.555,0.218,Argentina
2004-05-01,9.219,0.295,Argentina
2004-06-01,9.472999999999999,0.298,Argentina
2004-07-01,8.38,0.239,Argentina
2004-08-01,10.22,0.126,Argentina
2004-09-01,13.672,0.11900000000000001,Argentina
2004-10-01,15.943,0.289,Argentina
2004-11-01,18.191,0.16699999999999998,Argentina
2004-12-01,21.036,0.182,Argentina
2005-01-01,21.951999999999998,0.139,Argentina
2005-02-01,21.653,0.22399999999999998,Argentina
2005-03-01,18.616,0.207,Argentina
2005-04-01,13.803,0.161,Argentina
2005-05-01,11.169,0.268,Argentina
2005-06-01,9.347999999999999,0.222,Argentina
2005-07-01,8.453000000000001,0.298,Argentina
2005-08-01,10.056000000000001,0.17,Argentina
2005-09-01,11.599,0.155,Argentina
2005-10-01,15.074000000000002,0.17,Argentina
2005-11-01,19.328,0.133,Argentina
2005-12-01,20.303,0.196,Argentina
2006-01-01,22.166999999999998,0.177,Argentina
2006-02-01,21.212,0.239,Argentina
2006-03-01,18.477,0.22,Argentina
2006-04-01,15.287,0.28600000000000003,Argentina
2006-05-01,10.353,0.36,Argentina
2006-06-01,9.595,0.257,Argentina
2006-07-01,9.972000000000001,0.215,Argentina
2006-08-01,9.866,0.364,Argentina
2006-09-01,12.93,0.271,Argentina
2006-10-01,16.842,0.145,Argentina
2006-11-01,18.695,0.20199999999999999,Argentina
2006-12-01,21.337,0.16699999999999998,Argentina
2007-01-01,21.719,0.192,Argentina
2007-02-01,20.852,0.301,Argentina
2007-03-01,18.622,0.21899999999999997,Argentina
2007-04-01,15.417,0.188,Argentina
2007-05-01,9.084,0.221,Argentina
2007-06-01,7.526999999999999,0.162,Argentina
2007-07-01,6.105,0.18899999999999997,Argentina
2007-08-01,7.283000000000001,0.131,Argentina
2007-09-01,13.435,0.183,Argentina
2007-10-01,16.464000000000002,0.16899999999999998,Argentina
2007-11-01,17.996,0.185,Argentina
2007-12-01,21.033,0.128,Argentina
2008-01-01,22.073,0.207,Argentina
2008-02-01,21.458,0.205,Argentina
2008-03-01,18.952,0.135,Argentina
2008-04-01,14.475,0.098,Argentina
2008-05-01,10.864,0.129,Argentina
2008-06-01,7.417000000000002,0.24100000000000002,Argentina
2008-07-01,9.97,0.275,Argentina
2008-08-01,9.864,0.242,Argentina
2008-09-01,12.367,0.275,Argentina
2008-10-01,16.132,0.203,Argentina
2008-11-01,20.47,0.28,Argentina
2008-12-01,21.67,0.16699999999999998,Argentina
2009-01-01,22.017,0.24600000000000002,Argentina
2009-02-01,21.442,0.192,Argentina
2009-03-01,20.152,0.145,Argentina
2009-04-01,16.658,0.305,Argentina
2009-05-01,12.232,0.17800000000000002,Argentina
2009-06-01,8.104,0.17300000000000001,Argentina
2009-07-01,7.2010000000000005,0.21899999999999997,Argentina
2009-08-01,11.623,0.109,Argentina
2009-09-01,11.630999999999998,0.23800000000000002,Argentina
2009-10-01,16.122,0.20199999999999999,Argentina
2009-11-01,18.957,0.306,Argentina
2009-12-01,20.274,0.276,Argentina
2010-01-01,22.422,0.2,Argentina
2010-02-01,20.858,0.233,Argentina
2010-03-01,19.867,0.21,Argentina
2010-04-01,14.293,0.222,Argentina
2010-05-01,10.894,0.196,Argentina
2010-06-01,8.766,0.188,Argentina
2010-07-01,6.9590000000000005,0.26,Argentina
2010-08-01,8.996,0.244,Argentina
2010-09-01,12.671,0.12300000000000001,Argentina
2010-10-01,15.529000000000002,0.17600000000000002,Argentina
2010-11-01,18.497,0.262,Argentina
2010-12-01,21.194000000000006,0.313,Argentina
2011-01-01,22.125999999999998,0.207,Argentina
2011-02-01,20.715999999999998,0.166,Argentina
2011-03-01,18.528,0.226,Argentina
2011-04-01,15.273,0.172,Argentina
2011-05-01,11.535,0.239,Argentina
2011-06-01,8.301,0.28600000000000003,Argentina
2011-07-01,7.657000000000001,0.28800000000000003,Argentina
2011-08-01,9.166,0.131,Argentina
2011-09-01,13.864,0.131,Argentina
2011-10-01,15.496,0.221,Argentina
2011-11-01,19.866,0.32899999999999996,Argentina
2011-12-01,21.548000000000002,0.242,Argentina
2012-01-01,23.29,0.33299999999999996,Argentina
2012-02-01,21.487,0.19699999999999998,Argentina
2012-03-01,19.34,0.159,Argentina
2012-04-01,14.663,0.359,Argentina
2012-05-01,12.433,0.24100000000000002,Argentina
2012-06-01,8.353,0.342,Argentina
2012-07-01,6.98,0.23600000000000002,Argentina
2012-08-01,10.842,0.266,Argentina
2012-09-01,13.931,0.24100000000000002,Argentina
2012-10-01,16.311,0.298,Argentina
2012-11-01,19.677,0.23399999999999999,Argentina
2012-12-01,20.961,0.28300000000000003,Argentina
2013-01-01,22.477,0.222,Argentina
2013-02-01,21.145,0.27399999999999997,Argentina
2013-03-01,17.366,0.304,Argentina
2013-04-01,15.838,0.253,Argentina
2013-05-01,11.745,0.166,Argentina
2013-06-01,9.594,0.38799999999999996,Argentina
2013-07-01,8.344000000000001,0.303,Argentina
2013-08-01,9.148,0.302,Argentina
2013-09-01,,,Argentina
2000-02-01,-1.889,0.687,Armenia
2000-03-01,1.8640000000000003,0.655,Armenia
2000-04-01,11.824000000000002,0.35100000000000003,Armenia
2000-05-01,13.527999999999999,0.13,Armenia
2000-06-01,18.803,0.353,Armenia
2000-07-01,24.66200000000001,0.306,Armenia
2000-08-01,22.85,0.335,Armenia
2000-09-01,17.865000000000006,0.297,Armenia
2000-10-01,9.506,0.29,Armenia
2000-11-01,3.807,0.19699999999999998,Armenia
2000-12-01,-0.2200000000000002,0.265,Armenia
2001-01-01,-3.1990000000000003,0.273,Armenia
2001-02-01,0.5950000000000002,0.491,Armenia
2001-03-01,7.064,0.561,Armenia
2001-04-01,10.455000000000002,0.449,Armenia
2001-05-01,13.265,0.298,Armenia
2001-06-01,19.47,0.387,Armenia
2001-07-01,22.69700000000001,0.38,Armenia
2001-08-01,22.932,0.141,Armenia
2001-09-01,18.376,0.295,Armenia
2001-10-01,10.086,0.188,Armenia
2001-11-01,3.6210000000000004,0.535,Armenia
2001-12-01,-0.04100000000000015,0.452,Armenia
2002-01-01,-4.2010000000000005,0.7020000000000001,Armenia
2002-02-01,1.3119999999999998,0.637,Armenia
2002-03-01,5.69,0.4320000000000001,Armenia
2002-04-01,7.483,0.349,Armenia
2002-05-01,12.443,0.19,Armenia
2002-06-01,18.037,0.297,Armenia
2002-07-01,22.214000000000002,0.382,Armenia
2002-08-01,21.306,0.223,Armenia
2002-09-01,18.923,0.4,Armenia
2002-10-01,12.422,0.409,Armenia
2002-11-01,5.593,0.39399999999999996,Armenia
2002-12-01,-5.9620000000000015,0.86,Armenia
2003-01-01,-2.205,0.552,Armenia
2003-02-01,-1.5699999999999998,0.26899999999999996,Armenia
2003-03-01,0.3290000000000002,0.268,Armenia
2003-04-01,7.484000000000001,0.439,Armenia
2003-05-01,14.823,0.28300000000000003,Armenia
2003-06-01,17.401999999999994,0.168,Armenia
2003-07-01,21.494,0.254,Armenia
2003-08-01,22.565,0.41100000000000003,Armenia
2003-09-01,16.768,0.287,Armenia
2003-10-01,12.894,0.457,Armenia
2003-11-01,4.084,0.165,Armenia
2003-12-01,-0.991,0.33,Armenia
2004-01-01,-1.7990000000000004,0.349,Armenia
2004-02-01,0.03400000000000025,0.426,Armenia
2004-03-01,5.166,0.34600000000000003,Armenia
2004-04-01,7.944000000000001,0.29600000000000004,Armenia
2004-05-01,13.577,0.29100000000000004,Armenia
2004-06-01,18.645,0.302,Armenia
2004-07-01,20.798000000000002,0.195,Armenia
2004-08-01,23.012,0.287,Armenia
2004-09-01,17.632,0.228,Armenia
2004-10-01,11.433,0.23399999999999999,Armenia
2004-11-01,4.542999999999998,0.41700000000000004,Armenia
2004-12-01,-4.343,0.667,Armenia
2005-01-01,-4.206,0.3670000000000001,Armenia
2005-02-01,-3.321,0.319,Armenia
2005-03-01,2.7880000000000003,0.284,Armenia
2005-04-01,10.032,0.569,Armenia
2005-05-01,14.285,0.31,Armenia
2005-06-01,17.723,0.261,Armenia
2005-07-01,23.47600000000001,0.48100000000000004,Armenia
2005-08-01,22.649,0.433,Armenia
2005-09-01,17.586000000000002,0.376,Armenia
2005-10-01,10.424,0.259,Armenia
2005-11-01,4.515,0.369,Armenia
2005-12-01,0.8739999999999999,0.361,Armenia
2006-01-01,-5.34,0.44,Armenia
2006-02-01,-1.6929999999999998,0.49,Armenia
2006-03-01,4.863,0.33799999999999997,Armenia
2006-04-01,9.841000000000001,0.298,Armenia
2006-05-01,14.616,0.293,Armenia
2006-06-01,21.928,0.217,Armenia
2006-07-01,21.551,0.256,Armenia
2006-08-01,25.291,0.254,Armenia
2006-09-01,17.930999999999994,0.29600000000000004,Armenia
2006-10-01,12.034,0.32299999999999995,Armenia
2006-11-01,3.4819999999999998,0.311,Armenia
2006-12-01,-3.862,0.512,Armenia
2007-01-01,-5.008,0.9109999999999999,Armenia
2007-02-01,-2.222,0.445,Armenia
2007-03-01,2.7,0.493,Armenia
2007-04-01,6.363000000000001,0.257,Armenia
2007-05-01,15.882,0.153,Armenia
2007-06-01,19.089,0.39,Armenia
2007-07-01,21.469,0.276,Armenia
2007-08-01,22.549,0.121,Armenia
2007-09-01,19.543,0.341,Armenia
2007-10-01,12.458,0.294,Armenia
2007-11-01,3.526,0.295,Armenia
2007-12-01,-1.926,0.534,Armenia
2008-01-01,-9.116,0.611,Armenia
2008-02-01,-4.1789999999999985,0.59,Armenia
2008-03-01,7.888,0.31,Armenia
2008-04-01,12.536,0.20600000000000002,Armenia
2008-05-01,13.118,0.315,Armenia
2008-06-01,18.236,0.23600000000000002,Armenia
2008-07-01,22.634,0.217,Armenia
2008-08-01,23.415,0.295,Armenia
2008-09-01,18.081,0.33,Armenia
2008-10-01,11.231,0.32799999999999996,Armenia
2008-11-01,4.931,0.295,Armenia
2008-12-01,-2.294,0.405,Armenia
2009-01-01,-4.766,0.772,Armenia
2009-02-01,1.399,0.48700000000000004,Armenia
2009-03-01,3.986,0.281,Armenia
2009-04-01,7.000000000000001,0.373,Armenia
2009-05-01,14.335,0.251,Armenia
2009-06-01,18.908,0.359,Armenia
2009-07-01,22.095,0.4370000000000001,Armenia
2009-08-01,19.82,0.20199999999999999,Armenia
2009-09-01,15.864,0.32899999999999996,Armenia
2009-10-01,12.55,0.257,Armenia
2009-11-01,5.435,0.268,Armenia
2009-12-01,1.479,0.513,Armenia
2010-01-01,0.06199999999999939,0.59,Armenia
2010-02-01,0.943,0.585,Armenia
2010-03-01,5.365,0.32,Armenia
2010-04-01,8.735000000000001,0.17600000000000002,Armenia
2010-05-01,14.15,0.314,Armenia
2010-06-01,21.155,0.449,Armenia
2010-07-01,24.192,0.374,Armenia
2010-08-01,23.585,0.314,Armenia
2010-09-01,19.912,0.253,Armenia
2010-10-01,12.025,0.314,Armenia
2010-11-01,5.678,0.705,Armenia
2010-12-01,2.3119999999999994,0.795,Armenia
2011-01-01,-2.1040000000000005,0.654,Armenia
2011-02-01,-2.614,0.474,Armenia
2011-03-01,3.184,0.397,Armenia
2011-04-01,8.344000000000001,0.22399999999999998,Armenia
2011-05-01,13.947,0.23399999999999999,Armenia
2011-06-01,19.159,0.307,Armenia
2011-07-01,23.91,0.344,Armenia
2011-08-01,21.711,0.19699999999999998,Armenia
2011-09-01,17.069000000000006,0.315,Armenia
2011-10-01,9.864,0.348,Armenia
2011-11-01,-0.1460000000000008,0.402,Armenia
2011-12-01,-2.692,0.36,Armenia
2012-01-01,-2.78,0.5770000000000001,Armenia
2012-02-01,-5.478999999999999,0.583,Armenia
2012-03-01,0.3630000000000004,0.225,Armenia
2012-04-01,12.004000000000001,0.361,Armenia
2012-05-01,16.084,0.465,Armenia
2012-06-01,20.418,0.263,Armenia
2012-07-01,22.252,0.565,Armenia
2012-08-01,23.687,0.547,Armenia
2012-09-01,18.592,0.371,Armenia
2012-10-01,13.265,0.331,Armenia
2012-11-01,6.766,0.484,Armenia
2012-12-01,-0.963,1.083,Armenia
2013-01-01,-2.4140000000000006,0.542,Armenia
2013-02-01,0.5860000000000003,0.938,Armenia
2013-03-01,4.401,0.591,Armenia
2013-04-01,10.492,0.292,Armenia
2013-05-01,15.218,0.294,Armenia
2013-06-01,19.142,0.27699999999999997,Armenia
2013-07-01,21.782,0.424,Armenia
2013-08-01,21.543000000000006,0.306,Armenia
2013-09-01,,,Armenia
2000-02-01,26.17,0.317,Aruba
2000-03-01,26.4,0.335,Aruba
2000-04-01,27.537,0.221,Aruba
2000-05-01,28.603,0.215,Aruba
2000-06-01,29.142,0.32299999999999995,Aruba
2000-07-01,29.409,0.429,Aruba
2000-08-01,30.113000000000003,0.376,Aruba
2000-09-01,29.572,0.233,Aruba
2000-10-01,29.285999999999998,0.276,Aruba
2000-11-01,28.032,0.175,Aruba
2000-12-01,27.419,0.44,Aruba
2001-01-01,26.934,0.483,Aruba
2001-02-01,26.896,0.493,Aruba
2001-03-01,27.066,0.386,Aruba
2001-04-01,27.57,0.226,Aruba
2001-05-01,29.049,0.266,Aruba
2001-06-01,29.432,0.435,Aruba
2001-07-01,29.813,0.46299999999999997,Aruba
2001-08-01,30.414,0.701,Aruba
2001-09-01,29.88,0.539,Aruba
2001-10-01,29.180999999999997,0.589,Aruba
2001-11-01,28.976,0.9059999999999999,Aruba
2001-12-01,28.36,0.496,Aruba
2002-01-01,27.623,0.349,Aruba
2002-02-01,27.208000000000002,0.358,Aruba
2002-03-01,27.438,0.386,Aruba
2002-04-01,27.775,0.192,Aruba
2002-05-01,29.151,0.24100000000000002,Aruba
2002-06-01,29.541,0.292,Aruba
2002-07-01,30.01,0.39799999999999996,Aruba
2002-08-01,30.454,0.355,Aruba
2002-09-01,30.288,0.335,Aruba
2002-10-01,29.448,0.23,Aruba
2002-11-01,29.089,0.265,Aruba
2002-12-01,28.166,0.20600000000000002,Aruba
2003-01-01,27.749,0.32799999999999996,Aruba
2003-02-01,27.655,0.284,Aruba
2003-03-01,27.491999999999997,0.182,Aruba
2003-04-01,28.087,0.273,Aruba
2003-05-01,29.27,0.319,Aruba
2003-06-01,29.402,0.32299999999999995,Aruba
2003-07-01,29.636,0.452,Aruba
2003-08-01,30.31,0.299,Aruba
2003-09-01,30.11,0.389,Aruba
2003-10-01,29.625999999999998,0.486,Aruba
2003-11-01,28.967,0.37799999999999995,Aruba
2003-12-01,27.892,0.305,Aruba
2004-01-01,27.017,0.239,Aruba
2004-02-01,27.278000000000002,0.42100000000000004,Aruba
2004-03-01,27.43,0.28300000000000003,Aruba
2004-04-01,28.018,0.39899999999999997,Aruba
2004-05-01,28.743000000000002,0.32299999999999995,Aruba
2004-06-01,29.515,0.28600000000000003,Aruba
2004-07-01,29.704,0.266,Aruba
2004-08-01,30.086,0.187,Aruba
2004-09-01,29.698,0.225,Aruba
2004-10-01,29.214,0.312,Aruba
2004-11-01,27.858,0.16,Aruba
2004-12-01,27.511,0.244,Aruba
2005-01-01,26.889,0.257,Aruba
2005-02-01,26.731,0.414,Aruba
2005-03-01,28.160999999999998,0.287,Aruba
2005-04-01,28.38,0.171,Aruba
2005-05-01,29.435,0.361,Aruba
2005-06-01,30.253,0.514,Aruba
2005-07-01,30.269,0.247,Aruba
2005-08-01,30.333,0.38299999999999995,Aruba
2005-09-01,30.448,0.305,Aruba
2005-10-01,29.08,0.32299999999999995,Aruba
2005-11-01,28.085,0.20199999999999999,Aruba
2005-12-01,27.203000000000007,0.488,Aruba
2006-01-01,26.782,0.47100000000000003,Aruba
2006-02-01,26.899,0.488,Aruba
2006-03-01,27.275,0.419,Aruba
2006-04-01,27.688,0.41200000000000003,Aruba
2006-05-01,29.261,0.56,Aruba
2006-06-01,30.062,0.363,Aruba
2006-07-01,30.012,0.247,Aruba
2006-08-01,30.361,0.341,Aruba
2006-09-01,30.433000000000003,0.293,Aruba
2006-10-01,29.524,0.18100000000000002,Aruba
2006-11-01,29.215,0.34700000000000003,Aruba
2006-12-01,28.144,0.359,Aruba
2007-01-01,27.525,0.397,Aruba
2007-02-01,27.259,0.617,Aruba
2007-03-01,27.689,0.428,Aruba
2007-04-01,28.179,0.218,Aruba
2007-05-01,29.424,0.177,Aruba
2007-06-01,30.213,0.31,Aruba
2007-07-01,30.431,0.319,Aruba
2007-08-01,30.101,0.256,Aruba
2007-09-01,29.837,0.449,Aruba
2007-10-01,28.835,0.223,Aruba
2007-11-01,28.765,0.47600000000000003,Aruba
2007-12-01,27.616,0.299,Aruba
2008-01-01,27.154,0.457,Aruba
2008-02-01,26.844,0.469,Aruba
2008-03-01,26.963,0.313,Aruba
2008-04-01,27.808000000000003,0.18,Aruba
2008-05-01,28.817,0.121,Aruba
2008-06-01,29.662,0.231,Aruba
2008-07-01,29.874,0.256,Aruba
2008-08-01,30.125,0.311,Aruba
2008-09-01,30.203000000000007,0.284,Aruba
2008-10-01,28.607,0.337,Aruba
2008-11-01,28.219,0.239,Aruba
2008-12-01,27.127,0.541,Aruba
2009-01-01,27.26,0.358,Aruba
2009-02-01,26.57,0.353,Aruba
2009-03-01,26.491,0.297,Aruba
2009-04-01,27.775,0.298,Aruba
2009-05-01,28.934,0.21899999999999997,Aruba
2009-06-01,29.748,0.263,Aruba
2009-07-01,30.158,0.615,Aruba
2009-08-01,30.473000000000006,0.44799999999999995,Aruba
2009-09-01,30.792,0.285,Aruba
2009-10-01,29.818,0.214,Aruba
2009-11-01,29.451,0.309,Aruba
2009-12-01,28.514,0.336,Aruba
2010-01-01,27.971999999999998,0.41700000000000004,Aruba
2010-02-01,27.932,0.297,Aruba
2010-03-01,28.596,0.29,Aruba
2010-04-01,28.508000000000006,0.091,Aruba
2010-05-01,29.81900000000001,0.225,Aruba
2010-06-01,30.207,0.45399999999999996,Aruba
2010-07-01,30.208,0.349,Aruba
2010-08-01,30.6,0.4370000000000001,Aruba
2010-09-01,29.447,0.445,Aruba
2010-10-01,29.37,0.316,Aruba
2010-11-01,27.625,0.35,Aruba
2010-12-01,27.336,0.40399999999999997,Aruba
2011-01-01,27.289,0.361,Aruba
2011-02-01,26.965,0.309,Aruba
2011-03-01,26.502,0.207,Aruba
2011-04-01,27.34,0.243,Aruba
2011-05-01,28.728,0.307,Aruba
2011-06-01,29.886,0.23,Aruba
2011-07-01,30.02,0.444,Aruba
2011-08-01,30.34,0.384,Aruba
2011-09-01,30.055,0.262,Aruba
2011-10-01,29.061,0.544,Aruba
2011-11-01,28.577,0.5329999999999999,Aruba
2011-12-01,27.397,0.589,Aruba
2012-01-01,26.879,0.685,Aruba
2012-02-01,26.97600000000001,0.625,Aruba
2012-03-01,27.066,0.619,Aruba
2012-04-01,27.516,0.32,Aruba
2012-05-01,29.117,0.28,Aruba
2012-06-01,29.993,0.36,Aruba
2012-07-01,30.339,0.327,Aruba
2012-08-01,30.232,0.613,Aruba
2012-09-01,30.112,0.706,Aruba
2012-10-01,29.066999999999997,0.14300000000000002,Aruba
2012-11-01,28.764,0.613,Aruba
2012-12-01,27.767,0.46,Aruba
2013-01-01,27.012,0.545,Aruba
2013-02-01,26.97,1.325,Aruba
2013-03-01,27.241999999999997,1.149,Aruba
2013-04-01,27.809,1.0090000000000001,Aruba
2013-05-01,28.97,0.648,Aruba
2013-06-01,29.881,0.5329999999999999,Aruba
2013-07-01,30.171,0.636,Aruba
2013-08-01,30.275,0.628,Aruba
2013-09-01,,,Aruba
2000-02-01,-3.44,0.086,Asia
2000-03-01,2.3,0.11800000000000001,Asia
2000-04-01,10.507,0.11699999999999999,Asia
2000-05-01,15.736,0.10400000000000001,Asia
2000-06-01,20.198,0.215,Asia
2000-07-01,22.048,0.18,Asia
2000-08-01,20.577,0.205,Asia
2000-09-01,15.713,0.122,Asia
2000-10-01,8.075,0.157,Asia
2000-11-01,-0.5109999999999999,0.08900000000000001,Asia
2000-12-01,-5.265,0.166,Asia
2001-01-01,-7.335,0.14300000000000002,Asia
2001-02-01,-4.357,0.106,Asia
2001-03-01,2.5090000000000003,0.129,Asia
2001-04-01,9.346,0.105,Asia
2001-05-01,16.186,0.139,Asia
2001-06-01,20.227,0.158,Asia
2001-07-01,22.195,0.11599999999999999,Asia
2001-08-01,20.601,0.128,Asia
2001-09-01,15.727,0.23800000000000002,Asia
2001-10-01,8.895999999999997,0.155,Asia
2001-11-01,2.3840000000000003,0.16699999999999998,Asia
2001-12-01,-4.968,0.075,Asia
2002-01-01,-5.0150000000000015,0.12300000000000001,Asia
2002-02-01,-1.69,0.11199999999999999,Asia
2002-03-01,4.34,0.133,Asia
2002-04-01,9.015,0.114,Asia
2002-05-01,15.389,0.10400000000000001,Asia
2002-06-01,20.17,0.127,Asia
2002-07-01,22.201,0.18,Asia
2002-08-01,20.387,0.114,Asia
2002-09-01,15.72,0.141,Asia
2002-10-01,8.857999999999997,0.21899999999999997,Asia
2002-11-01,1.122,0.13,Asia
2002-12-01,-6.752999999999999,0.17,Asia
2003-01-01,-5.824,0.141,Asia
2003-02-01,-3.512,0.14800000000000002,Asia
2003-03-01,2.153,0.14800000000000002,Asia
